name;startDate;url;artist;addressCountry;addressLocality;streetAddress;postalCode;coordinates
Alcest @ Quantic Club;2024-10-28T18:30:00;https://www.bandsintown.com/e/105313760-alcest-at-quantic-club?came_from=209;Alcest;Romania;București;Șoseaua Grozăvești 82;;(44.4380262, 26.059491)
Alcest @ La Maison Bleue;2024-11-01T18:30:00;https://www.bandsintown.com/e/105313765-alcest-at-la-maison-bleue?came_from=209;Alcest;France;Strasbourg;3 Rue de Guebwiller;67100;(48.5595542, 7.767831600000002)
Alcest @ Dynamo;2024-11-02T18:30:00;https://www.bandsintown.com/e/105313771-alcest-at-dynamo?came_from=209;Alcest;Switzerland;Zürich;Wasserwerkstrasse 21;8006;(47.383401, 8.5393821)
Alcest @ Le Confort Moderne;2024-11-09T18:30:00;https://www.bandsintown.com/e/105313773-alcest-at-le-confort-moderne?came_from=209;Alcest;France;Poitiers;185 rue du faubourg du Pont-Neuf;86000;(46.5727129, 0.3589367)
Alcest @ Essigfabrik;2024-11-13T20:00:00;https://www.bandsintown.com/e/1031126570-alcest-at-essigfabrik?came_from=209;Alcest;Germany;Köln;Siegburger Str. 110;50679;(50.9247806, 6.9781911)
Alcest @ Im Wizemann (Halle);2024-11-14T20:00:00;https://www.bandsintown.com/e/1031127524-alcest-at-im-wizemann-(halle)?came_from=209;Alcest;Germany;Stuttgart;Quellenstr. 7;70376;(48.78232, 9.17702)
Alcest @ Backstage Werk;2024-11-15T20:00:00;https://www.bandsintown.com/e/1031126248-alcest-at-backstage-werk?came_from=209;Alcest;Germany;München;Reitknechtstraße 6;80639;(48.1451545, 11.521786)
Alcest @ Alcatraz;2024-11-16T18:30:00;https://www.bandsintown.com/e/105313777-alcest-at-alcatraz?came_from=209;Alcest;Italy;Milan;Via Valtellina 25;20159;(45.494689, 9.182657999999947)
Alcest @ Kino Šiška;2024-11-18T18:30:00;https://www.bandsintown.com/e/105313778-alcest-at-kino-siska?came_from=209;Alcest;Slovenia;Ljubljana;Trg prekomorskih brigad 3;1000;(46.0690509, 14.4890224)
Alcest @ Zentrum Simmering;2024-11-19T20:00:00;https://www.bandsintown.com/e/1031126550-alcest-at-zentrum-simmering?came_from=209;Alcest;Austria;Wien;Simmeringer Hauptstraße 96a.;1110;(48.173176, 16.416150900000048)
Alcest @ Dürer Kert;2024-11-20T18:30:00;https://www.bandsintown.com/e/105313781-alcest-at-durer-kert?came_from=209;Alcest;Hungary;Budapest;Öböl u. 1.;1117;(47.459974, 19.0573121)
Alcest @ Roxy;2024-11-21T18:00:00;https://www.bandsintown.com/e/1031126203-alcest-at-roxy?came_from=209;Alcest;Czechia;Praha 1;Dlouhá 33;11000;(50.08802, 14.42166)
Alcest @ Festsaal Kreuzberg;2024-11-23T20:00:00;https://www.bandsintown.com/e/1031127917-alcest-at-festsaal-kreuzberg?came_from=209;Alcest;Germany;Berlin;Am Flutgraben 2;12435;(52.4969441, 13.4515658)
Alcest @ Proxima;2024-11-24T18:30:00;https://www.bandsintown.com/e/105313784-alcest-at-proxima?came_from=209;Alcest;Poland;Warsaw;Żwirki i Wigury 99A;02-089;(52.212567, 20.987187)
Alcest @ Art factory LOFTAS;2024-11-25T18:30:00;https://www.bandsintown.com/e/105313789-alcest-at-art-factory-loftas?came_from=209;Alcest;Lithuania;Vilnius;Švitrigailos g. 29;03209;(54.6709, 25.269289)
Alcest @ Paavli Kultuurivabrik;2024-11-26T18:30:00;https://www.bandsintown.com/e/105313793-alcest-at-paavli-kultuurivabrik?came_from=209;Alcest;Estonia;Tallinn;Paavli 7a;10412;(59.44751300000001, 24.7053406)
Alcest @ Helsinki Hall Of Culture;2024-11-27T18:30:00;https://www.bandsintown.com/e/105313796-alcest-at-helsinki-hall-of-culture?came_from=209;Alcest;Finland;Helsinki;Sturenkatu 4;00510;(60.1883401, 24.944287600000052)
Alcest @ Fryshuset;2024-11-29T18:30:00;https://www.bandsintown.com/e/105313802-alcest-at-fryshuset?came_from=209;Alcest;Sweden;Stockholm;Martendalsgatan 2-8;120 30;(59.300923, 18.090173)
Alcest @ Vulkan Arena;2024-11-30T20:00:00;https://www.bandsintown.com/e/1031127834-alcest-at-vulkan-arena?came_from=209;Alcest;Norway;Oslo;Vulkan 26;0175;(59.9222412, 10.7508392)
Alcest @ Vega;2024-12-01T20:00:00;https://www.bandsintown.com/e/1031126745-alcest-at-vega?came_from=209;Alcest;Denmark;København;Enghavevej 40;1674;(55.6679421, 12.5442758)
Alcest @ Gruenspan;2024-12-03T20:00:00;https://www.bandsintown.com/e/1031127186-alcest-at-gruenspan?came_from=209;Alcest;Germany;Hamburg;Große Freiheit 58;22767;(53.5518783, 9.958097799999999)
Alcest @ Paradiso;2024-12-04T18:30:00;https://www.bandsintown.com/e/105313804-alcest-at-paradiso?came_from=209;Alcest;Netherlands;Amsterdam;Weteringschans 6-8;1017 SG;(52.3621619, 4.8838059)
Alcest @ Ancienne Belgique;2024-12-05T19:00:00;https://www.bandsintown.com/e/1031182282-alcest-at-ancienne-belgique?came_from=209;Alcest;Belgium;Bruxelles;Blvd Anspach 110;1000;(50.8472409, 4.3488349)
Alcest @ L’Olympia;2024-12-06T20:00:00;https://www.bandsintown.com/e/1031122379-alcest-at-l'olympia?came_from=209;Alcest;France;Paris;28 Boulevard des Capucines;75009;(48.870161, 2.3283163)
Alcest @ den Atelier;2024-12-07T20:00:00;https://www.bandsintown.com/e/1031165201-alcest-at-den-atelier?came_from=209;Alcest;Luxembourg;Luxembourg-city;54 rue de Hollerich;1740;(49.5987389, 6.126133299999999)
Alcest @ Batschkapp;2024-12-08T20:00:00;https://www.bandsintown.com/e/1031127935-alcest-at-batschkapp?came_from=209;Alcest;Germany;Frankfurt Am Main;Gwinnerstraße 5;60388;(50.135439, 8.739144)
Alcest @ Electric Brixton;2024-12-11T19:00:00;https://www.bandsintown.com/e/1031122442-alcest-at-electric-brixton?came_from=209;Alcest;United Kingdom;London;1 Town Hall Parade;SW2 1RJ;(51.459846, -0.117044)
Alcest @ Manchester Academy 2;2024-12-12T19:30:00;https://www.bandsintown.com/e/1031122147-alcest-at-manchester-academy-2?came_from=209;Alcest;United Kingdom;Manchester;Oxford Rd;M13 9PR;(53.4636927, -2.2314603)
Alcest @ Glasgow garage;2024-12-13T18:30:00;https://www.bandsintown.com/e/1031122166-alcest-at-glasgow-garage?came_from=209;Alcest;United Kingdom;Glasgow;Sauchiehall St;G2 3LW;(55.8662046, -4.268552599999999)
Alcest @ The Academy;2024-12-14T18:00:00;https://www.bandsintown.com/e/1031127963-alcest-at-the-academy?came_from=209;Alcest;Ireland;Dublin 1;57 Middle Abbey St;D01 W573;(53.3480297, -6.2619981)
Alcest @ Royale;2025-02-19T19:30:00;https://www.bandsintown.com/e/1033026110-alcest-at-royale?came_from=209;Alcest;United States;Boston;279 Tremont St;02116;(42.3499921, -71.0655563)
Alcest @ Union Transfer;2025-02-20T19:30:00;https://www.bandsintown.com/e/1033025994-alcest-at-union-transfer?came_from=209;Alcest;United States;Philadelphia;1026 Spring Garden St;19123;(39.9613876, -75.1553236)
Alcest @ Baltimore Soundstage;2025-02-21T19:30:00;https://www.bandsintown.com/e/1033028288-alcest-at-baltimore-soundstage?came_from=209;Alcest;United States;Baltimore;124 Market Pl;21202;(39.2876463, -76.60706859999999)
Alcest @ The National;2025-02-22T20:00:00;https://www.bandsintown.com/e/1033025944-alcest-at-the-national?came_from=209;Alcest;United States;Richmond;708 E Broad St;23219-1836;(37.5418426, -77.43524599999999)
Alcest @ The Masquerade;2025-02-23T18:30:00;https://www.bandsintown.com/e/1033027988-alcest-at-the-masquerade?came_from=209;Alcest;United States;Atlanta;75 M.L.K. Jr Dr SW;30303;(33.748752, -84.38768449999999)
Alcest @ The Orpheum;2025-02-25T18:30:00;https://www.bandsintown.com/e/105962345-alcest-at-the-orpheum?came_from=209;Alcest;United States;Tampa;14802 N Nebraska Ave;33613;(28.0832711, -82.451646)
Alcest @ Warehouse Live Midtown;2025-02-27T19:30:00;https://www.bandsintown.com/e/1033026034-alcest-at-warehouse-live-midtown?came_from=209;Alcest;United States;Houston;2600 Travis St;77006;(29.7458262, -95.3753559)
Alcest @ Granada Theater;2025-02-28T19:30:00;https://www.bandsintown.com/e/1033066422-alcest-at-granada-theater?came_from=209;Alcest;United States;Dallas;3524 Greenville Ave;75206;(32.8308267, -96.7697934)
Alcest @ Empire Control Room & Garage;2025-03-01T19:30:00;https://www.bandsintown.com/e/1033026084-alcest-at-empire-control-room-and-garage?came_from=209;Alcest;United States;Austin;606 E 7th St;78701;(30.2674059, -97.73607009999999)
Alcest @ Crescent Ballroom;2025-03-03T19:30:00;https://www.bandsintown.com/e/1033025983-alcest-at-crescent-ballroom?came_from=209;Alcest;United States;Phoenix;308 N 2nd Ave;85003;(33.4517982, -112.0768576)
Alcest @ The Observatory North Park;2025-03-04T18:30:00;https://www.bandsintown.com/e/1033027869-alcest-at-the-observatory-north-park?came_from=209;Alcest;United States;San Diego;2891 University Ave;92104;(32.7484048, -117.1303048)
Alcest @ The Fonda Theatre;2025-03-05T20:30:00;https://www.bandsintown.com/e/1033031327-alcest-at-the-fonda-theatre?came_from=209;Alcest;United States;Los Angeles;6126 Hollywood Blvd;90028;(34.101486, -118.3232871)
Alcest @ Observatory;2025-03-06T18:30:00;https://www.bandsintown.com/e/1033027955-alcest-at-observatory?came_from=209;Alcest;United States;Santa Ana;3503 S Harbor Blvd;92704;(33.699631, -117.9177051)
Alcest @ The UC Theatre;2025-03-08T19:30:00;https://www.bandsintown.com/e/1033023642-alcest-at-the-uc-theatre?came_from=209;Alcest;United States;Berkeley;2036 University Ave;94704;(37.8718053, -122.2698086)
Alcest @ Neptune Theatre;2025-03-11T20:00:00;https://www.bandsintown.com/e/1033027980-alcest-at-neptune-theatre?came_from=209;Alcest;United States;Seattle;1303 NE 45th St;98105;(47.661301, -122.314125)
Alcest @ Summit Music Hall;2025-03-14T18:30:00;https://www.bandsintown.com/e/1033028504-alcest-at-summit-music-hall?came_from=209;Alcest;United States;Denver;1902 Blake St;80202;(39.7532404, -104.99510470000001)
Alcest @ Fine Line;2025-03-17T19:30:00;https://www.bandsintown.com/e/1033025992-alcest-at-fine-line?came_from=209;Alcest;United States;Minneapolis;318 N 1st Ave;55401;(44.9816667, -93.2722222)
Alcest @ Metro Chicago;2025-03-18T19:30:00;https://www.bandsintown.com/e/1033028041-alcest-at-metro-chicago?came_from=209;Alcest;United States;Chicago;3730 N Clark St;60613;(41.94981019999999, -87.65881189999999)
Alcest @ The Opera House;2025-03-21T18:30:00;https://www.bandsintown.com/e/1033028353-alcest-at-the-opera-house?came_from=209;Alcest;Canada;Toronto;735 Queen St E;M4M;(43.65900360000001, -79.34880250000003)
Alcest @ Théâtre Beanfield;2025-03-22T19:30:00;https://www.bandsintown.com/e/1033027814-alcest-at-theatre-beanfield?came_from=209;Alcest;Canada;Montréal;2490 Rue Notre-Dame Ouest;H3J 1N5;(45.4828571, -73.5750836)
Alcest @ Warsaw;2025-03-23T18:30:00;https://www.bandsintown.com/e/1033027753-alcest-at-warsaw?came_from=209;Alcest;United States;Brooklyn;261 Driggs Ave;11222;(40.722392, -73.948408)
Hiromi @ Volkshaus Zürich;2024-10-16T20:00:00;https://www.bandsintown.com/e/105676819-hiromi-at-volkshaus-zurich?came_from=209;Hiromi;Switzerland;Zurich;Stauffacherstrasse 60;8004;(47.3754824, 8.527481699999953)
Hiromi @ Sony Hall;2024-11-06T19:00:00;https://www.bandsintown.com/e/1031522232-hiromi-at-sony-hall?came_from=209;Hiromi;United States;New York;235 W 46th St;10036;(40.759608, -73.98719539999999)
Hiromi @ Moore Theatre;2025-04-13T19:30:00;https://www.bandsintown.com/e/1033209079-hiromi-at-moore-theatre?came_from=209;Hiromi;United States;Seattle;1932 2nd Ave;98101;(47.6118185, -122.34139060000001)
Hiromi @ Volkshaus Basel;2025-05-19T20:15:00;https://www.bandsintown.com/e/1031604733-hiromi-at-volkshaus-basel?came_from=209;Hiromi;Switzerland;Basel;Rebgasse 12-14;4058;(47.56117500000001, 7.59361899999999)
Hiromi @ Isarphilharmonie im Gasteig HP8;2025-05-23T20:00:00;https://www.bandsintown.com/e/1031914485-hiromi-at-isarphilharmonie-im-gasteig-hp8?came_from=209;Hiromi;Germany;München;Hans-Preißinger-Strasse 8;81379;(48.69668, 13.46314)
Delta Sleep @ Velvet Underground;2024-10-25T19:00:00;https://www.bandsintown.com/e/105799897-delta-sleep-at-velvet-underground?came_from=209;Delta Sleep;Canada;Toronto;508 Queen St W;M5V 2B3;(43.647796, -79.401321)
Delta Sleep @ El Club;2024-10-26T19:00:00;https://www.bandsintown.com/e/105799912-delta-sleep-at-el-club?came_from=209;Delta Sleep;United States;Detroit;4114 Vernor Hwy;48209;(42.3213088, -83.0934704)
Delta Sleep @ Bottom Lounge;2024-10-27T19:00:00;https://www.bandsintown.com/e/105799925-delta-sleep-at-bottom-lounge?came_from=209;Delta Sleep;United States;Chicago;1375 W. Lake St;60607;(41.88525670000001, -87.6617234)
Delta Sleep @ Summit Music Hall;2024-10-29T19:00:00;https://www.bandsintown.com/e/105799931-delta-sleep-at-summit-music-hall?came_from=209;Delta Sleep;United States;Denver;1902 Blake St;80202;(39.7532404, -104.99510470000001)
Delta Sleep @ Soundwell;2024-10-30T19:00:00;https://www.bandsintown.com/e/105799934-delta-sleep-at-soundwell?came_from=209;Delta Sleep;United States;Salt Lake City;149 W 200 S;84101;(40.764595, -111.8956604)
Delta Sleep @ Dante's;2024-11-01T19:00:00;https://www.bandsintown.com/e/105799942-delta-sleep-at-dante's?came_from=209;Delta Sleep;United States;Portland;350 W Burnside St;97209;(45.5229642, -122.6737152)
Delta Sleep @ El Corazon;2024-11-02T19:00:00;https://www.bandsintown.com/e/105799949-delta-sleep-at-el-corazon?came_from=209;Delta Sleep;United States;Seattle;109 Eastlake Ave E;98109;(47.6187576, -122.32934)
Delta Sleep @ Cornerstone Craft Beer & Live Music;2024-11-04T19:00:00;https://www.bandsintown.com/e/105799953-delta-sleep-at-cornerstone-craft-beer-and-live-music?came_from=209;Delta Sleep;United States;Berkeley;2367 Shattuck Ave;94704;(37.8663201, -122.2673229)
Delta Sleep @ The Ritz;2024-11-05T19:00:00;https://www.bandsintown.com/e/105799959-delta-sleep-at-the-ritz?came_from=209;Delta Sleep;United States;San Jose;400 S 1st St;95113;(37.3300018, -121.8857956)
Delta Sleep @ Lodge Room Highland Park;2024-11-06T19:00:00;https://www.bandsintown.com/e/105799962-delta-sleep-at-lodge-room-highland-park?came_from=209;Delta Sleep;United States;Los Angeles;104 N Ave 56;90042;(34.1091167, -118.1945691)
Delta Sleep @ The Usual Place;2024-11-08T19:00:00;https://www.bandsintown.com/e/105799971-delta-sleep-at-the-usual-place?came_from=209;Delta Sleep;United States;Las Vegas;100 S Maryland Pkwy suite 110;89101;(36.1655719, -115.1331004)
Delta Sleep @ Chain Reaction;2024-11-09T19:00:00;https://www.bandsintown.com/e/105799975-delta-sleep-at-chain-reaction?came_from=209;Delta Sleep;United States;Anaheim;1652 W Lincoln Ave;92801;(33.832375, -117.939328)
Delta Sleep @ The Nile Theater;2024-11-10T19:00:00;https://www.bandsintown.com/e/105799976-delta-sleep-at-the-nile-theater?came_from=209;Delta Sleep;United States;Mesa;105 W Main St;85201;(33.414927, -111.834439)
Delta Sleep @ The Far Out Lounge & Stage;2024-11-12T19:00:00;https://www.bandsintown.com/e/105799979-delta-sleep-at-the-far-out-lounge-and-stage?came_from=209;Delta Sleep;United States;Austin;8504 S Congress Ave;78745;(30.1726796, -97.78567629999999)
Delta Sleep @ Ferris Wheelers Backyard and BBQ;2024-11-13T19:00:00;https://www.bandsintown.com/e/105799983-delta-sleep-at-ferris-wheelers-backyard-and-bbq?came_from=209;Delta Sleep;United States;Dallas;1950 Market Center Blvd;75207;(32.7975643, -96.82433069999999)
Delta Sleep @ Exit/In;2024-11-15T19:00:00;https://www.bandsintown.com/e/105799986-delta-sleep-at-exitin?came_from=209;Delta Sleep;United States;Nashville;2208 Elliston Place;37203;(36.1513996, -86.80434)
Delta Sleep @ The Masquerade;2024-11-16T19:00:00;https://www.bandsintown.com/e/105799992-delta-sleep-at-the-masquerade?came_from=209;Delta Sleep;United States;Atlanta;75 M.L.K. Jr Dr SW;30303;(33.748752, -84.38768449999999)
Delta Sleep @ The Social;2024-11-17T19:00:00;https://www.bandsintown.com/e/105799994-delta-sleep-at-the-social?came_from=209;Delta Sleep;United States;Orlando;54 N Orange Ave;32801;(28.5431605, -81.37917879999999)
Delta Sleep @ Amos' Southend;2024-11-19T19:00:00;https://www.bandsintown.com/e/105799998-delta-sleep-at-amos'-southend?came_from=209;Delta Sleep;United States;Charlotte;1423 S Tryon St;28203;(35.21669840000001, -80.8551443)
Delta Sleep @ The Fillmore Philadelphia;2024-11-21T19:00:00;https://www.bandsintown.com/e/105800010-delta-sleep-at-the-fillmore-philadelphia?came_from=209;Delta Sleep;United States;Philadelphia;29 E Allen St;19123;(39.9655615, -75.1350602)
Delta Sleep @ Black Cat;2024-11-22T19:00:00;https://www.bandsintown.com/e/105800016-delta-sleep-at-black-cat?came_from=209;Delta Sleep;United States;Washington;1811 14th St NW;20009;(38.9145828, -77.0317232)
Delta Sleep @ Music Hall of Williamsburg;2024-11-23T19:00:00;https://www.bandsintown.com/e/105800022-delta-sleep-at-music-hall-of-williamsburg?came_from=209;Delta Sleep;United States;Brooklyn;66 North 6th St;11211;(40.7191529, -73.96174719999999)
Delta Sleep @ Paradise Rock Club;2024-11-24T19:00:00;https://www.bandsintown.com/e/105800028-delta-sleep-at-paradise-rock-club?came_from=209;Delta Sleep;United States;Boston;967 Commonwealth Ave;02215;(42.3521732, -71.11937560000001)
Delta Sleep @ New Century Hall;2024-12-13T19:00:00;https://www.bandsintown.com/e/105509436-delta-sleep-at-new-century-hall?came_from=209;Delta Sleep;United Kingdom;Manchester;Mayes St;M60 4ES;(53.48710029999999, -2.2392352)
Delta Sleep @ Marble Factory;2024-12-14T19:00:00;https://www.bandsintown.com/e/105509452-delta-sleep-at-marble-factory?came_from=209;Delta Sleep;United Kingdom;Bristol;74-78 Avon Street;BS2 0PX;(51.44958270000001, -2.5760355)
Delta Sleep @ Electric Brixton;2024-12-15T19:00:00;https://www.bandsintown.com/e/105509459-delta-sleep-at-electric-brixton?came_from=209;Delta Sleep;United Kingdom;London;1 Town Hall Parade;SW2 1RJ;(51.459846, -0.117044)
Delta Sleep @ O2 Institute Birmingham;2024-12-16T19:00:00;https://www.bandsintown.com/e/105509465-delta-sleep-at-o2-institute-birmingham?came_from=209;Delta Sleep;United Kingdom;Birmingham;78 Digbeth;B5 6DY;(52.4755624, -1.8874443)
Delta Sleep @ Saint Luke's;2024-12-17T19:00:00;https://www.bandsintown.com/e/105509471-delta-sleep-at-saint-luke's?came_from=209;Delta Sleep;United Kingdom;Glasgow;17 Bain St;G40 2JZ;(55.854664, -4.234709)
Delta Sleep @ Rescue Rooms;2024-12-18T19:00:00;https://www.bandsintown.com/e/105509479-delta-sleep-at-rescue-rooms?came_from=209;Delta Sleep;United Kingdom;Nottingham;25 Goldsmith St;NG1 5LB;(52.9564424, -1.153329)
Russian Circles @ The Music Box - BAM;2024-10-17T19:00:00;https://www.bandsintown.com/e/105299954-russian-circles-at-the-music-box-bam?came_from=209;Russian Circles;France;Metz;20 Boulevard d'Alsace;57070;(49.1162351, 6.226860399999964)
Russian Circles @ Trix;2024-10-18T07:00:00;https://www.bandsintown.com/e/105299959-russian-circles-at-trix?came_from=209;Russian Circles;Belgium;Antwerpen;Noordersingel 28-30;2140;(51.21942929999999, 4.4483923)
